Gene Species Taxon Signature
0 sing_0206334 sing_0206334 0.02279982072321836
0 acmf5_mz803023_1 acmf5_mz803023_1 0.02279982072321836
0 le312688 le312688 0.02279982072321836
0 00_436 00_436 0.02279982072321836
0 perth07603878 perth07603878 0.02100341004603897
0 or1184 or1184 0.008089589753731558
0 or1104 or1104 0.008089589753731558
0 fhmu_7696 fhmu_7696 0.0025783915276388703
0 fhmu_7694 fhmu_7694 0.0025783915276388703
0 fhmu_7697 fhmu_7697 0.0025783915276388703
0 fhmu_7695 fhmu_7695 0.0025783915276388703
0 y_q_fu009_fhmu4457 y_q_fu009_fhmu4457 0.0025783915276388703
0 or1092 or1092 0.0025783915276388703
0 n_k_zeng3403_fhmu2980 n_k_zeng3403_fhmu2980 0.0003728726351996521
0 n_k_zeng3483_fhmu3107 n_k_zeng3483_fhmu3107 0.0003728726351996521
0 n_k_zeng3404_fhmu3004 n_k_zeng3404_fhmu3004 0.0003728726351996521
0 or1108 or1108 0.008089589753731558
0 or0536 or0536 0.008089589753731558
0 or0382 or0382 0.008089589753731558
0 hkas_76167 hkas_76167 0.008089589753731558
0 or0914 or0914 0.008089589753731558
0 bc065_mt861167_1 bc065_mt861167_1 0.008089589753731558
0 or1110 or1110 0.008089589753731558
0 hkas_76158 hkas_76158 0.008089589753731558
0 reh9624 reh9624 0.00780264469509559
0 cfmr_bz_3174 cfmr_bz_3174 0.00780264469509559
0 n_k_zeng3334_fhmu2937 n_k_zeng3334_fhmu2937 0.00780264469509559
0 n_k_zeng3309_fhmu2270 n_k_zeng3309_fhmu2270 0.00780264469509559
0 n_k_zeng3018_fhmu1979 n_k_zeng3018_fhmu1979 0.0024516361232226583
0 n_k_zeng3335_fhmu3136 n_k_zeng3335_fhmu3136 0.0024516361232226583
0 ny815459 ny815459 0.0005279483911430111
0 n_k_zeng4817_fhmu4988 n_k_zeng4817_fhmu4988 0.0
