IQ-TREE version 3.0.1 for Linux x86 64-bit built May  5 2025
Developed by Bui Quang Minh, Thomas Wong, Nhan Ly-Trong, Huaiyan Ren
Contributed by Lam-Tung Nguyen, Dominik Schrempf, Chris Bielow,
Olga Chernomor, Michael Woodhams, Diep Thi Hoang, Heiko Schmidt

Host:    lnx820.umnh.utah.edu (AVX2, FMA3, 865 GB RAM)
Command: /home/bdentinger/iqtree-3.0.1-Linux/bin/iqtree3_intel -s data/packages/ITS/Amoenoboletus/aln.masked.fasta -m MFP -bb 1000 -nt AUTO -pre data/packages/ITS/Amoenoboletus/ref
Seed:    72811 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Mon Aug 18 18:28:09 2025
Kernel:  AVX+FMA - auto-detect threads (72 CPU cores detected)

Reading alignment file data/packages/ITS/Amoenoboletus/aln.masked.fasta ... Fasta format detected
Reading fasta file: done in 0.000268994 secs using 28.63% CPU
Alignment most likely contains DNA/RNA sequences
Constructing alignment: done in 0.000736365 secs using 38.02% CPU
Alignment has 21 sequences with 700 columns, 263 distinct patterns
206 parsimony-informative, 37 singleton sites, 456 constant sites
                  Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 2.10777e-05 secs using 94.89% CPU
   1  Amoenoboletus_01    2.43%    passed     97.89%
   2  Amoenoboletus_02    0.00%    passed     95.78%
   3  Amoenoboletus_03    3.57%    passed     87.45%
   4  Amoenoboletus_04    1.71%    passed     97.81%
   5  Amoenoboletus_05    2.14%    passed     96.83%
   6  Amoenoboletus_06    1.71%    passed     98.74%
   7  Amoenoboletus_07    1.43%    passed     98.00%
   8  Amoenoboletus_08    1.71%    passed     97.81%
   9  Amoenoboletus_09    1.29%    passed     91.24%
  10  Amoenoboletus_10    3.57%    passed     99.31%
  11  Amoenoboletus_11    5.00%    passed     95.59%
  12  Amoenoboletus_12   38.71%    passed     91.03%
  13  Amoenoboletus_13    3.29%    passed     94.82%
  14  Amoenoboletus_14    4.71%    passed     96.69%
  15  Amoenoboletus_15    1.29%    passed     91.24%
  16  Amoenoboletus_16    2.71%    passed     98.81%
  17  Amoenoboletus_17    7.00%    passed     97.65%
  18  Amoenoboletus_18    5.57%    passed     98.25%
  19  Amoenoboletus_19   10.00%    passed     98.37%
  20  Amoenoboletus_20   17.29%    passed     83.60%
  21  Amoenoboletus_21    0.14%    passed     97.08%
****  TOTAL               5.49%  0 sequences failed composition chi2 test (p-value<5%; df=3)
NOTE: Amoenoboletus_08 is identical to Amoenoboletus_04 but kept for subsequent analysis
NOTE: Amoenoboletus_15 is identical to Amoenoboletus_09 but kept for subsequent analysis
Checking for duplicate sequences: done in 9.16254e-05 secs using 99.32% CPU


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds
Measuring multi-threading efficiency up to 72 CPU cores
Increase to 10 rounds for branch lengths
5839 trees examined
Threads: 1 / Time: 72.013 sec / Speedup: 1.000 / Efficiency: 100% / LogL: -4744
Threads: 2 / Time: 58.316 sec / Speedup: 1.235 / Efficiency: 62% / LogL: -4744
Threads: 3 / Time: 63.004 sec / Speedup: 1.143 / Efficiency: 38% / LogL: -4744
Determining AUTO threadcount: done in 193.335 secs using 190.3% CPU
BEST NUMBER OF THREADS: 2

Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Optimizing NNI: done in 0.0106823 secs using 202.7% CPU
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -2608.613
Optimal log-likelihood: -2608.612
Rate parameters:  A-C: 0.79496  A-G: 6.05843  A-T: 1.34288  C-G: 0.65956  C-T: 4.19538  G-T: 1.00000
291  K3P+R2        2626.715     43  5339.430     5345.198     5535.126
310  K3Pu+I        2628.639     42  5341.278     5346.775     5532.423
311  K3Pu+G4       2626.652     42  5337.304     5342.802     5528.450
312  K3Pu+I+G4     2626.904     43  5339.809     5345.577     5535.505
313  K3Pu+R2       2626.693     43  5339.387     5345.155     5535.083
332  K3Pu+F+I      2615.331     45  5320.662     5326.993     5525.461
333  K3Pu+F+G4     2613.044     45  5316.089     5322.419     5520.887
334  K3Pu+F+I+G4   2613.360     46  5318.720     5325.341     5528.069
335  K3Pu+F+R2     2613.068     46  5318.137     5324.758     5527.486
354  TPM2+I        2628.455     42  5340.911     5346.408     5532.056
355  TPM2+G4       2626.465     42  5336.931     5342.429     5528.076
356  TPM2+I+G4     2626.724     43  5339.449     5345.217     5535.145
357  TPM2+R2       2626.497     43  5338.994     5344.763     5534.691
376  TPM2+I        2628.455     42  5340.911     5346.408     5532.056
377  TPM2+G4       2626.465     42  5336.931     5342.429     5528.076
378  TPM2+I+G4     2626.724     43  5339.449     5345.217     5535.145
379  TPM2+R2       2626.497     43  5338.994     5344.763     5534.691
398  TPM2u+I       2628.455     42  5340.910     5346.408     5532.056
399  TPM2u+G4      2626.466     42  5336.931     5342.429     5528.076
400  TPM2u+I+G4    2626.723     43  5339.445     5345.214     5535.142
401  TPM2u+R2      2626.477     43  5338.953     5344.722     5534.650
420  TPM2u+F+I     2614.819     45  5319.639     5325.969     5524.437
421  TPM2u+F+G4    2612.511     45  5315.022     5321.353     5519.821
422  TPM2u+F+I+G4  2612.835     46  5317.669     5324.291     5527.019
423  TPM2u+F+R2    2612.497     46  5316.993     5323.615     5526.343
442  TPM3+I        2623.665     42  5331.329     5336.827     5522.474
443  TPM3+G4       2621.727     42  5327.453     5332.951     5518.598
444  TPM3+I+G4     2621.978     43  5329.956     5335.724     5525.652
445  TPM3+R2       2621.732     43  5329.464     5335.232     5525.160
464  TPM3+I        2623.665     42  5331.329     5336.827     5522.474
465  TPM3+G4       2621.727     42  5327.453     5332.951     5518.598
466  TPM3+I+G4     2621.978     43  5329.956     5335.724     5525.652
467  TPM3+R2       2621.732     43  5329.464     5335.232     5525.160
486  TPM3u+I       2623.664     42  5331.329     5336.826     5522.474
487  TPM3u+G4      2621.727     42  5327.453     5332.951     5518.598
488  TPM3u+I+G4    2621.976     43  5329.953     5335.721     5525.649
489  TPM3u+R2      2621.712     43  5329.425     5335.193     5525.121
508  TPM3u+F+I     2613.486     45  5316.972     5323.302     5521.770
509  TPM3u+F+G4    2611.401     45  5312.801     5319.131     5517.600
510  TPM3u+F+I+G4  2611.688     46  5315.376     5321.997     5524.725
511  TPM3u+F+R2    2611.385     46  5314.770     5321.392     5524.120
530  TIMe+I        2626.972     43  5339.944     5345.712     5535.641
531  TIMe+G4       2625.462     43  5336.924     5342.692     5532.620
532  TIMe+I+G4     2625.636     44  5339.271     5345.317     5539.519
533  TIMe+R2       2625.418     44  5338.835     5344.881     5539.083
552  TIMe+I        2626.972     43  5339.944     5345.712     5535.641
553  TIMe+G4       2625.462     43  5336.924     5342.692     5532.620
554  TIMe+I+G4     2625.636     44  5339.271     5345.317     5539.519
555  TIMe+R2       2625.418     44  5338.835     5344.881     5539.083
574  TIM+I         2626.972     43  5339.943     5345.712     5535.640
575  TIM+G4        2625.462     43  5336.923     5342.692     5532.620
576  TIM+I+G4      2625.634     44  5339.269     5345.314     5539.516
577  TIM+R2        2625.411     44  5338.822     5344.868     5539.069
596  TIM+F+I       2612.374     46  5316.747     5323.369     5526.097
597  TIM+F+G4      2610.853     46  5313.706     5320.328     5523.055
598  TIM+F+I+G4    2611.038     47  5316.077     5322.997     5529.978
599  TIM+F+R2      2610.822     47  5315.644     5322.565     5529.545
618  TIM2e+I       2626.776     43  5339.552     5345.320     5535.248
619  TIM2e+G4      2625.280     43  5336.559     5342.328     5532.256
620  TIM2e+I+G4    2625.460     44  5338.919     5344.965     5539.167
621  TIM2e+R2      2625.249     44  5338.497     5344.543     5538.745
640  TIM2e+I       2626.776     43  5339.552     5345.320     5535.248
641  TIM2e+G4      2625.280     43  5336.559     5342.328     5532.256
642  TIM2e+I+G4    2625.460     44  5338.919     5344.965     5539.167
643  TIM2e+R2      2625.249     44  5338.497     5344.543     5538.745
662  TIM2+I        2626.776     43  5339.551     5345.320     5535.248
663  TIM2+G4       2625.279     43  5336.559     5342.327     5532.255
664  TIM2+I+G4     2625.459     44  5338.918     5344.964     5539.165
665  TIM2+R2       2625.241     44  5338.482     5344.527     5538.729
684  TIM2+F+I      2611.799     46  5315.597     5322.219     5524.947
685  TIM2+F+G4     2610.291     46  5312.583     5319.205     5521.932
686  TIM2+F+I+G4   2610.487     47  5314.974     5321.894     5528.875
687  TIM2+F+R2     2610.228     47  5314.457     5321.377     5528.358
706  TIM3e+I       2622.038     43  5330.077     5335.845     5525.773
707  TIM3e+G4      2620.527     43  5327.053     5332.822     5522.750
708  TIM3e+I+G4    2620.712     44  5329.424     5335.470     5529.672
709  TIM3e+R2      2620.480     44  5328.961     5335.007     5529.208
728  TIM3e+I       2622.038     43  5330.077     5335.845     5525.773
729  TIM3e+G4      2620.527     43  5327.053     5332.822     5522.750
730  TIM3e+I+G4    2620.712     44  5329.424     5335.470     5529.672
731  TIM3e+R2      2620.480     44  5328.961     5335.007     5529.208
750  TIM3+I        2622.038     43  5330.077     5335.845     5525.773
751  TIM3+G4       2620.526     43  5327.052     5332.820     5522.748
752  TIM3+I+G4     2620.711     44  5329.423     5335.469     5529.670
753  TIM3+R2       2620.467     44  5328.933     5334.979     5529.181
772  TIM3+F+I      2610.438     46  5312.875     5319.497     5522.225
773  TIM3+F+G4     2609.059     46  5310.118     5316.739     5519.467
774  TIM3+F+I+G4   2609.230     47  5312.460     5319.380     5526.360
775  TIM3+F+R2     2608.997     47  5311.994     5318.914     5525.895
794  TVMe+I        2623.420     44  5334.840     5340.886     5535.087
795  TVMe+G4       2621.525     44  5331.049     5337.095     5531.297
796  TVMe+I+G4     2621.775     45  5333.550     5339.880     5538.348
797  TVMe+R2       2621.495     45  5332.989     5339.320     5537.788
816  TVMe+I        2623.420     44  5334.840     5340.886     5535.087
817  TVMe+G4       2621.525     44  5331.049     5337.095     5531.297
818  TVMe+I+G4     2621.775     45  5333.550     5339.880     5538.348
819  TVMe+R2       2621.495     45  5332.989     5339.320     5537.788
838  TVM+I         2623.420     44  5334.840     5340.886     5535.088
839  TVM+G4        2621.524     44  5331.048     5337.094     5531.296
840  TVM+I+G4      2621.773     45  5333.546     5339.876     5538.345
841  TVM+R2        2621.477     45  5332.953     5339.284     5537.752
860  TVM+F+I       2612.819     47  5319.638     5326.558     5533.538
861  TVM+F+G4      2610.783     47  5315.566     5322.486     5529.467
862  TVM+F+I+G4    2611.071     48  5318.142     5325.368     5536.594
863  TVM+F+R2      2610.704     48  5317.408     5324.633     5535.859
882  SYM+I         2621.783     45  5333.566     5339.896     5538.365
883  SYM+G4        2620.328     45  5330.655     5336.985     5535.454
884  SYM+I+G4      2620.517     46  5333.033     5339.655     5542.383
885  SYM+R2        2620.238     46  5332.476     5339.098     5541.826
904  SYM+I         2621.783     45  5333.566     5339.896     5538.365
905  SYM+G4        2620.328     45  5330.655     5336.985     5535.454
906  SYM+I+G4      2620.517     46  5333.033     5339.655     5542.383
907  SYM+R2        2620.238     46  5332.476     5339.098     5541.826
926  GTR+I         2621.783     45  5333.566     5339.896     5538.365
927  GTR+G4        2620.328     45  5330.655     5336.985     5535.454
928  GTR+I+G4      2620.516     46  5333.032     5339.654     5542.382
929  GTR+R2        2620.233     46  5332.467     5339.088     5541.816
948  GTR+F+I       2609.711     48  5315.422     5322.647     5533.873
949  GTR+F+G4      2608.417     48  5312.835     5320.061     5531.287
950  GTR+F+I+G4    2608.594     49  5315.187     5322.726     5538.190
951  GTR+F+R2      2608.312     49  5314.624     5322.162     5537.627
Akaike Information Criterion:           TIM3+F+G4
Corrected Akaike Information Criterion: TIM3+F+G4
Bayesian Information Criterion:         HKY+F+G4
Best-fit model: HKY+F+G4 chosen according to BIC

All model information printed to data/packages/ITS/Amoenoboletus/ref.model.gz
CPU time for ModelFinder: 370.353 seconds (0h:6m:10s)
Wall-clock time for ModelFinder: 194.572 seconds (0h:3m:14s)
Generating 1000 samples for ultrafast bootstrap (seed: 72811)...

NOTE: 1 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -2613.206
Optimal log-likelihood: -2613.105
Rate parameters:  A-C: 1.00000  A-G: 5.21840  A-T: 1.00000  C-G: 1.00000  C-T: 5.21840  G-T: 1.00000
Base frequencies:  A: 0.223  C: 0.211  G: 0.255  T: 0.311
Gamma shape alpha: 0.569
Parameters optimization took 1 rounds (0.006 sec)
Wrote distance file to... 
Computing ML distances based on estimated model parameters...
Calculating distance matrix: done in 0.00128473 secs using 230.7% CPU
Computing ML distances took 0.001356 sec (of wall-clock time) 0.003040 sec (of CPU time)
Setting up auxiliary I and S matrices: done in 4.32841e-05 secs using 97.03% CPU
Constructing RapidNJ tree: done in 0.000142736 secs using 99.48% CPU
Computing RapidNJ tree took 0.000263 sec (of wall-clock time) 0.000263 sec (of CPU time)
Log-likelihood of RapidNJ tree: -2616.855
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.094 second
Computing log-likelihood of 98 initial trees ... 0.131 seconds
Current best score: -2613.105

Do NNI search on 20 best initial trees
Optimizing NNI: done in 0.00712752 secs using 197.8% CPU
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -2613.104
Optimizing NNI: done in 0.0162239 secs using 198.3% CPU
UPDATE BEST LOG-LIKELIHOOD: -2613.104
Optimizing NNI: done in 0.0161567 secs using 198.7% CPU
Optimizing NNI: done in 0.0175739 secs using 196.6% CPU
Optimizing NNI: done in 0.0164183 secs using 191.1% CPU
UPDATE BEST LOG-LIKELIHOOD: -2613.104
Optimizing NNI: done in 0.0169419 secs using 188.3% CPU
UPDATE BEST LOG-LIKELIHOOD: -2613.104
Optimizing NNI: done in 0.0171164 secs using 198.8% CPU
Optimizing NNI: done in 0.0172475 secs using 198.3% CPU
Optimizing NNI: done in 0.0169022 secs using 200.3% CPU
Optimizing NNI: done in 0.0179875 secs using 194.3% CPU
Iteration 10 / LogL: -2613.104 / Time: 0h:3m:15s
Optimizing NNI: done in 0.018502 secs using 186.2% CPU
Optimizing NNI: done in 0.0184507 secs using 197.2% CPU
Optimizing NNI: done in 0.0171559 secs using 193.1% CPU
Optimizing NNI: done in 0.0171394 secs using 198.9% CPU
Optimizing NNI: done in 0.0179156 secs using 200.2% CPU
Optimizing NNI: done in 0.018046 secs using 193.9% CPU
Optimizing NNI: done in 0.0185565 secs using 186% CPU
Optimizing NNI: done in 0.0173849 secs using 197.5% CPU
Optimizing NNI: done in 0.0182011 secs using 187.7% CPU
Optimizing NNI: done in 0.0190635 secs using 189% CPU
Iteration 20 / LogL: -2613.104 / Time: 0h:3m:15s
Finish initializing candidate tree set (2)
Current best tree score: -2613.104 / CPU time: 0.583
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Optimizing NNI: done in 0.0352052 secs using 194.9% CPU
Optimizing NNI: done in 0.0425862 secs using 195.9% CPU
Optimizing NNI: done in 0.0409663 secs using 190% CPU
Optimizing NNI: done in 0.036978 secs using 197% CPU
Optimizing NNI: done in 0.0261014 secs using 190.4% CPU
Optimizing NNI: done in 0.0262255 secs using 200% CPU
Optimizing NNI: done in 0.0336649 secs using 199.9% CPU
Optimizing NNI: done in 0.039366 secs using 197.9% CPU
Optimizing NNI: done in 0.0347094 secs using 191.9% CPU
Optimizing NNI: done in 0.0402026 secs using 194% CPU
Iteration 30 / LogL: -2613.104 / Time: 0h:3m:15s (0h:0m:2s left)
Optimizing NNI: done in 0.0253368 secs using 195.9% CPU
Optimizing NNI: done in 0.0229415 secs using 198.4% CPU
Optimizing NNI: done in 0.0333016 secs using 190.9% CPU
Optimizing NNI: done in 0.0404407 secs using 188.1% CPU
Optimizing NNI: done in 0.0410109 secs using 194.7% CPU
Optimizing NNI: done in 0.0380227 secs using 195.8% CPU
Optimizing NNI: done in 0.029697 secs using 193.5% CPU
Optimizing NNI: done in 0.0394255 secs using 185.1% CPU
Optimizing NNI: done in 0.0269736 secs using 195.7% CPU
Optimizing NNI: done in 0.0320805 secs using 192.1% CPU
Iteration 40 / LogL: -2613.107 / Time: 0h:3m:15s (0h:0m:2s left)
Optimizing NNI: done in 0.0239098 secs using 187.4% CPU
Optimizing NNI: done in 0.0402823 secs using 193.8% CPU
Optimizing NNI: done in 0.0347557 secs using 186.8% CPU
Optimizing NNI: done in 0.0455574 secs using 187.5% CPU
Optimizing NNI: done in 0.0327918 secs using 191.1% CPU
Optimizing NNI: done in 0.0514569 secs using 192.9% CPU
Optimizing NNI: done in 0.0483074 secs using 194.9% CPU
Optimizing NNI: done in 0.0547624 secs using 195.4% CPU
Optimizing NNI: done in 0.0387863 secs using 192.5% CPU
Optimizing NNI: done in 0.0385076 secs using 195.2% CPU
Iteration 50 / LogL: -2613.107 / Time: 0h:3m:16s (0h:0m:1s left)
Log-likelihood cutoff on original alignment: -2648.046
Optimizing NNI: done in 0.0527877 secs using 192.9% CPU
Optimizing NNI: done in 0.0443772 secs using 196.5% CPU
Optimizing NNI: done in 0.0222501 secs using 198.6% CPU
Optimizing NNI: done in 0.0176231 secs using 198.4% CPU
Optimizing NNI: done in 0.0367639 secs using 193% CPU
Optimizing NNI: done in 0.0316668 secs using 194.1% CPU
Optimizing NNI: done in 0.041944 secs using 196.6% CPU
Optimizing NNI: done in 0.0470462 secs using 193.3% CPU
Optimizing NNI: done in 0.0392344 secs using 192.6% CPU
Optimizing NNI: done in 0.0288386 secs using 199% CPU
Iteration 60 / LogL: -2613.107 / Time: 0h:3m:16s (0h:0m:1s left)
Optimizing NNI: done in 0.0397376 secs using 191% CPU
Optimizing NNI: done in 0.0403485 secs using 196.3% CPU
Optimizing NNI: done in 0.0356285 secs using 198% CPU
Optimizing NNI: done in 0.0279385 secs using 192.1% CPU
Optimizing NNI: done in 0.0229751 secs using 192.4% CPU
Optimizing NNI: done in 0.0413213 secs using 186.3% CPU
Optimizing NNI: done in 0.02424 secs using 185.7% CPU
Optimizing NNI: done in 0.0323634 secs using 189.3% CPU
Optimizing NNI: done in 0.0353054 secs using 190.3% CPU
Optimizing NNI: done in 0.0264148 secs using 196% CPU
Iteration 70 / LogL: -2613.107 / Time: 0h:3m:17s (0h:0m:1s left)
Optimizing NNI: done in 0.0320587 secs using 188.5% CPU
Optimizing NNI: done in 0.0284575 secs using 194% CPU
Optimizing NNI: done in 0.0445342 secs using 191.3% CPU
Optimizing NNI: done in 0.0308063 secs using 195.9% CPU
Optimizing NNI: done in 0.0348656 secs using 188.6% CPU
Optimizing NNI: done in 0.0321996 secs using 189.1% CPU
Optimizing NNI: done in 0.0371186 secs using 196.9% CPU
Optimizing NNI: done in 0.0336907 secs using 198.8% CPU
Optimizing NNI: done in 0.0329466 secs using 200% CPU
Optimizing NNI: done in 0.0236748 secs using 190.9% CPU
Iteration 80 / LogL: -2613.104 / Time: 0h:3m:17s (0h:0m:0s left)
Optimizing NNI: done in 0.0302845 secs using 190% CPU
Optimizing NNI: done in 0.0291163 secs using 193.9% CPU
Optimizing NNI: done in 0.0226218 secs using 200.4% CPU
Optimizing NNI: done in 0.0356977 secs using 191.1% CPU
Optimizing NNI: done in 0.0301179 secs using 194% CPU
Optimizing NNI: done in 0.0437032 secs using 195.1% CPU
Optimizing NNI: done in 0.0259585 secs using 197.3% CPU
Optimizing NNI: done in 0.0364811 secs using 192.4% CPU
Optimizing NNI: done in 0.0341665 secs using 189.8% CPU
Optimizing NNI: done in 0.0283608 secs using 184.4% CPU
Iteration 90 / LogL: -2613.107 / Time: 0h:3m:17s (0h:0m:0s left)
Optimizing NNI: done in 0.0327043 secs using 194.6% CPU
Optimizing NNI: done in 0.0300135 secs using 192.1% CPU
Optimizing NNI: done in 0.0307651 secs using 194% CPU
Optimizing NNI: done in 0.0289129 secs using 195.5% CPU
Optimizing NNI: done in 0.0421609 secs using 194.7% CPU
Optimizing NNI: done in 0.0312367 secs using 190.7% CPU
